title,genre,score,ranked,aired,episodes
Comic Party Revolution OVA,Comedy,6.59,5609.0,"Dec 22, 2003 to Nov 26, 2004",4.0
Bomberman B-Daman Bakugaiden,"Comedy, Sci-Fi, Shounen",6.59,5607.0,"Feb 7, 1998 to Jan 31, 1999",48.0
Ishii Hisaichi no Nanda Kanda Gekijou,"Comedy, Martial Arts, Sci-Fi, Space",7.14,12433.0,"Jul 25, 1989 to Nov 25, 1989",2.0
Ishii Hisaichi no Dai Seikai,"Parody, Comedy",5.78,12432.0,"Sep 6, 1991",1.0
Japan World Cup,"Comedy, Parody",6.75,12457.0,2012 to 2013,3.0
Jigoku Koushien,"Sports, Comedy, Horror, Shounen",4.96,12467.0,"Feb 13, 2009",1.0
Joshiraku,"Slice of Life, Comedy, Shounen",7.52,1663.0,"Jul 6, 2012 to Sep 28, 2012",13.0
Jigoku no Soubee,"Comedy, Demons, Drama, Kids",6.76,12468.0,2005,1.0
Junlin Chengxia,"Comedy, Fantasy",6.28,12493.0,"Nov 5, 2016 to Dec 29, 2016",13.0
Time Bokan,"Adventure, Comedy, Mecha",6.6,5602.0,"Oct 4, 1975 to Dec 25, 1976",61.0
Tenkai Knights,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",6.6,5601.0,"Apr 5, 2014 to Mar 28, 2015",52.0
Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",6.6,5596.0,"Jan 7, 2007 to Mar 26, 2007",12.0
Sasuga no Sarutobi,"Action, Adventure, Comedy, Sports, Romance, Martial Arts",6.6,5595.0,"Oct 17, 1982 to Mar 11, 1984",69.0
Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,Comedy,4.13,12570.0,"Mar 25, 2014",1.0
Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"Action, Comedy, Mecha, Sci-Fi, Super Power",6.6,5589.0,"May 21, 1987",1.0
Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,"Comedy, Music, Slice of Life",6.6,5590.0,"Mar 27, 2013 to May 29, 2013",6.0
Pokemon: Pika Pika Hoshizora Camp,"Adventure, Comedy, Fantasy, Kids",6.6,5588.0,"Jul 13, 2002",1.0
Penguin no Mondai,"Comedy, Kids",6.6,5584.0,"Apr 5, 2008 to Mar 20, 2009",100.0
Ooyasan wa Shishunki!,"Comedy, Slice of Life",6.6,5581.0,"Jan 10, 2016 to Mar 27, 2016",12.0
Nintama Rantarou Movie,"Comedy, Shounen",6.6,5580.0,"Jun 29, 1996",1.0
Kamiusagi Rope x ROPÉ Sisters,Comedy,5.13,12579.0,"Feb 21, 2017 to Aug 2, 2017",2.0
Chainsaw Bunny,"Comedy, Horror, Supernatural, Thriller",5.0,10878.0,"Aug 1, 2018",1.0
Miss Monochrome The Animation 3,"Music, Slice of Life, Comedy",6.6,5579.0,"Oct 2, 2015 to Dec 25, 2015",13.0
Little Lulu to Chicchai Nakama,"Kids, Slice of Life, Comedy",6.6,5577.0,"Oct 3, 1976 to Apr 3, 1977",26.0
KO Seiki Beast Sanjuushi,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural",6.6,5576.0,"May 2, 1992 to Nov 21, 1993",7.0
Kigyou Senshi Arslan,"Comedy, Parody",6.6,5575.0,"Oct 5, 2016",6.0
Ketsuekigata-kun! 2,Comedy,6.6,5574.0,"Jan 8, 2015 to Mar 26, 2015",12.0
Poputepipikku TV Special,"Comedy, Parody, Dementia",7.52,1676.0,"Apr 1, 2019",2.0
Yuuki Yuuna wa Yuushabu Shozoku,"Slice of Life, Comedy, Magic, Fantasy",6.61,5555.0,"Mar 18, 2017",1.0
Tokyo ESP,"Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen",6.61,5552.0,"Jul 12, 2014 to Sep 27, 2014",12.0
Komachi to Dangorou,"Sci-Fi, Adventure, Comedy, Kids",5.15,10679.0,"Nov 10, 2012 to Oct 28, 2015",4.0
Hokuro Kyoudai Full Throttle!!!!,Comedy,4.96,10929.0,"May 25, 2007",7.0
Sora no Manimani Specials,"Slice of Life, Comedy, School, Seinen",6.61,5547.0,"Sep 2, 2009 to Dec 16, 2009",3.0
Kore ga Watashi no Goshujinsama,"Comedy, Ecchi, Slice of Life",6.61,5539.0,"Apr 7, 2005 to Jun 30, 2005",12.0
Kizuna Ichigeki,"Martial Arts, Comedy",6.61,5538.0,"Mar 5, 2011",1.0
Kamiusagi Rope 2,"Slice of Life, Comedy",5.13,12572.0,"Nov, 2010 to Dec, 2011",12.0
Kamigami no Ki: Xmas Special,"Comedy, Historical, Supernatural",5.9,12565.0,"Dec 21, 2016",1.0
Kamiusagi Rope 3 (ONA),"Slice of Life, Comedy",5.14,12575.0,"Feb 12, 2012 to May 22, 2012",2.0
Ijiwaru Baasan,"Comedy, Slice of Life",6.17,12401.0,"Sep 3, 1970 to Aug 18, 1971",39.0
Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,Comedy,5.93,12370.0,2006,1.0
Free!: Take Your Marks: Character Butai Aisatsu,Comedy,6.61,5531.0,"Oct 28, 2017",4.0
Final Approach,"Comedy, Drama, Romance, Slice of Life",6.61,5530.0,"Oct 3, 2004 to Dec 26, 2004",13.0
Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen",6.61,5532.0,"Apr 25, 2014 to Dec 4, 2014",3.0
Fake,"Police, Comedy, Romance, Mystery, Shounen Ai",6.61,5528.0,"Apr 21, 1998",1.0
Fight Ippatsu! Juuden-chan!! Specials,"Ecchi, Comedy",6.61,5529.0,"Dec 18, 2009 to May 21, 2010",6.0
Dragon Ball GT,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",6.61,5526.0,"Feb 7, 1996 to Nov 19, 1997",64.0
Dragon Ball Z: Atsumare! Gokuu World,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",6.61,5527.0,"Jan 28, 1992",1.0
Dorami & Doraemons: Space Land's Critical Event,"Kids, Adventure, Fantasy, Comedy, Sci-Fi, Shounen",6.61,5524.0,"Mar 10, 2001",1.0
Comic Party Revolution,"Comedy, Drama",6.61,5521.0,"Apr 4, 2005 to Jun 27, 2005",13.0
Mitsuboshi Colors,"Slice of Life, Comedy, Shounen",7.48,1800.0,"Jan 7, 2018 to Mar 25, 2018",12.0
Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",7.46,1849.0,"Jan 7, 1994 to Jun 30, 1995",74.0
Blue Seed 1.5,"Comedy, Romance, Sci-Fi",6.61,5519.0,"Jun 21, 1996",2.0
Digimon Adventure tri. 4: Soushitsu,"Action, Adventure, Comedy, Drama",7.45,1895.0,"Feb 25, 2017",1.0
Detective Conan: Conan vs. Kid - Jet Black Sniper,"Adventure, Comedy, Mystery, Police, Shounen",7.45,1894.0,"Jul 28, 2006",1.0
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"Sci-Fi, Comedy, Seinen",7.45,1891.0,"Apr 19, 2014",1.0
Bannou Bunka Neko-Musume (1998),"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",6.61,5517.0,"Jan 7, 1998 to Mar 25, 1998",12.0
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,"Action, Ecchi, Comedy, Shoujo Ai",6.61,5515.0,"Nov 22, 2014",1.0
Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",7.45,1888.0,"Oct 7, 2005 to Mar 31, 2006",23.0
Wo De Ni Tian Shen Qi,"Adventure, Comedy, Supernatural, Magic, Romance, Fantasy",6.62,5512.0,"Apr 26, 2018 to Aug 9, 2018",16.0
Zero no Tsukaima,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",7.46,1882.0,"Jul 3, 2006 to Sep 25, 2006",13.0
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen",7.46,1881.0,"Oct 26, 2018",2.0
Soredemo Machi wa Mawatteiru,"Slice of Life, Comedy, Seinen",7.46,1879.0,"Oct 8, 2010 to Dec 24, 2010",12.0
Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,"Fantasy, Comedy, Supernatural",6.62,5509.0,"Mar 26, 2010",1.0
Transformers: Car Robots,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",6.62,5507.0,"Apr 5, 2000 to Dec 27, 2000",39.0
Sakura Quest,"Slice of Life, Comedy",7.46,1875.0,"Apr 6, 2017 to Sep 21, 2017",25.0
Gra-P & Rodeo: Band wo P,"Music, Comedy",5.0,12149.0,"Mar 23, 2016",1.0
Gorillaman,"Comedy, School, Seinen",6.53,12146.0,"Jun 25, 1992 to Dec 24, 1993",2.0
Ganbare!! Tabuchi-kun!!,"Comedy, Sports",5.54,12075.0,"Nov 10, 1979",1.0
Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance",6.62,5504.0,"Jun 16, 2011",1.0
Puni Puni☆Poemii,"Comedy, Magic, Sci-Fi, Shounen",6.62,5502.0,"Mar 7, 2001 to Dec 19, 2001",2.0
Bary-san no Shokoku Manyuuki,Comedy,4.37,11623.0,"Feb 3, 2016 to Mar 30, 2016",47.0
Kaijuu no Ballad,"Music, Comedy, Fantasy",4.92,10988.0,2007,1.0
Potecco Babies,Comedy,5.08,10762.0,"May 17, 2010 to Sep 4, 2010",2.0
Otogi Juushi Akazukin OVA,"Adventure, Comedy, Magic, Fantasy",6.62,5499.0,"Feb 20, 2005",1.0
Masamune-kun no Revenge OVA,"Harem, Comedy, Romance, School, Shounen",6.62,5498.0,"Jul 27, 2018",1.0
Kuragehime: Eiyuu Retsuden☆,"Slice of Life, Comedy, Josei",6.62,5496.0,"Jan 28, 2011 to Apr 22, 2011",4.0
Fudanshi Koukou Seikatsu,"Slice of Life, Comedy, School, Shoujo",6.62,5488.0,"Jul 5, 2016 to Sep 20, 2016",12.0
Esper Mami,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",6.62,5487.0,"Apr 7, 1987 to Oct 26, 1989",119.0
Doraemon: It's Winter!,"Kids, Adventure, Fantasy, Comedy, Shounen",6.62,5486.0,"Apr 4, 1986",1.0
Dokonjou Gaeru,"Slice of Life, Comedy, Shounen",6.62,5485.0,"Oct 7, 1972 to Sep 28, 1974",103.0
Zombie Clay Animation: I'm Stuck!!,"Comedy, Horror",5.28,10438.0,"Mar 2, 2014 to May 8, 2014",4.0
Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,Comedy,5.31,10376.0,"Sep 14, 2018",1.0
Kigurumikku V3,"Comedy, Ecchi, Magic, Mecha, Parody",5.31,10371.0,"Apr 5, 2009 to Jul 16, 2009",3.0
Super Mario World: Mario to Yoshi no Bouken Land,"Game, Comedy, Kids",5.39,10208.0,1991,1.0
Neon The Animation,"Slice of Life, Comedy, Historical, Police, Mecha",5.5,9896.0,"Jul 4, 2011 to Apr 3, 2015",6.0
Delpower X Bakuhatsu Miracle Genki!,"Action, Sci-Fi, Comedy, Parody, Mecha, School",5.57,9681.0,"Dec 21, 1986",1.0
Ai Mai! Moe Can Change!,"Comedy, Sci-Fi",5.57,9676.0,"May 25, 2012",1.0
Danchigai,"Comedy, Slice of Life",6.62,5482.0,"Jul 10, 2015 to Sep 25, 2015",12.0
Di Gi Charat Tsuyu Specials,Comedy,6.62,5483.0,"Jun 1, 2001",2.0
Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,"Comedy, Seinen",6.62,5479.0,"Apr 19, 2019",1.0
Dame x Prince Anime Caravan,"Adventure, Comedy, Romance, Fantasy",6.62,5481.0,"Jan 10, 2018 to Mar 28, 2018",12.0
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,"Military, Comedy",6.62,5478.0,"Apr 22, 2016",1.0
Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",6.62,5474.0,"Dec 12, 1997 to Jul 1, 1998",13.0
Youkai Watch Movie 5: Forever Friends,"Comedy, Demons, Kids, Supernatural",6.63,5467.0,"Dec 14, 2018",1.0
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,"Adventure, Comedy, Kids",6.63,5465.0,"Dec 13, 2003",1.0
Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",6.63,5461.0,"Mar 29, 2002",1.0
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",6.63,5459.0,"Sep 26, 2009 to Nov 27, 2009",10.0
Slow Step,"Slice of Life, Comedy, Sports, Romance, School, Shoujo",6.63,5458.0,"Jun 1, 1991 to Nov 1, 1991",5.0
Sayonara Zetsubou Sensei Special Omake,"Comedy, Parody, School",6.63,5457.0,"Jan 31, 2012",1.0
Pucca (ONA),"Comedy, Romance",6.63,5454.0,2000 to 2005,46.0
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"Adventure, Comedy, Fantasy, Kids",6.63,5453.0,"Jul 18, 2003",1.0
"Ore, Twintail ni Narimasu.","Action, Comedy, Romance, Fantasy, School, Shounen",6.63,5451.0,"Oct 10, 2014 to Dec 26, 2014",12.0
Morita-san wa Mukuchi,"Comedy, School, Slice of Life",6.63,5449.0,"Mar 26, 2011",1.0
Mirai Nikki (TV): Ura Mirai Nikki,"Action, Comedy, Supernatural",6.63,5448.0,"Jan 27, 2012 to Aug 31, 2012",10.0
Mini Van Special,"Game, Slice of Life, Comedy, Parody",6.63,5447.0,"Jun 18, 2013",1.0
McDull: Boluo You Wang Zi,Comedy,6.63,5446.0,"Jun 24, 2004",1.0
Kurogane no Linebarrels Specials,"Action, Ecchi, Comedy, Mecha",6.63,5444.0,"Aug 26, 2009 to Nov 14, 2009",2.0
Joshikousei: Girl's High,"Comedy, Drama, Ecchi, School, Slice of Life",6.63,5440.0,"Apr 4, 2006 to Jun 20, 2006",12.0
Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo",6.63,5439.0,"Apr 4, 2015 to Dec 26, 2015",39.0
Inugami-san to Nekoyama-san,"Comedy, School, Shoujo Ai",6.63,5437.0,"Apr 11, 2014 to Jun 27, 2014",12.0
Happy Happy Clover,"Comedy, Fantasy, Kids, Shoujo",6.63,5435.0,"Jul 6, 2007 to Sep 28, 2007",13.0
Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural",6.63,5430.0,"Jul 6, 2005 to Aug 15, 2009",10.0
Fushigiboshi no☆Futagohime Gyu! Recap,"Comedy, Magic, Shoujo",6.63,5429.0,"Aug 25, 2006",1.0
DS Anime Soushuuhen '98,"Comedy, Fantasy",6.63,5428.0,1998,1.0
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",6.63,5427.0,"Mar 26, 1997",1.0
DNA² OVA,"Comedy, Drama, Sci-Fi",6.63,5426.0,"Feb 21, 1995 to Jun 25, 1995",3.0
Dirty Pair Flash 3,"Action, Sci-Fi, Adventure, Comedy, Police",6.63,5425.0,"Dec 21, 1995 to Apr 25, 1996",5.0
Crayon Shin-chan Gaiden: Omocha Wars,"Action, Comedy, Ecchi, Seinen",6.63,5424.0,"Nov 9, 2016 to Feb 1, 2017",13.0
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,"Adventure, Comedy, Demons, Historical, Supernatural",6.63,5422.0,"May 28, 2004 to Mar 25, 2005",11.0
One Piece: Romance Dawn Story,"Action, Fantasy, Comedy, Super Power, Shounen",7.46,1873.0,"Nov 24, 2008",1.0
Minami-ke Natsuyasumi,"Comedy, Slice of Life",7.46,1872.0,"Aug 6, 2013",1.0
Grimm Masterpiece Theater II,"Adventure, Comedy, Fantasy, Kids, Magic",7.46,1866.0,"Oct 2, 1988 to Mar 26, 1989",23.0
Gokusen,"Slice of Life, Comedy, Drama, School, Josei",7.46,1864.0,"Jan 6, 2004 to Mar 30, 2004",13.0
Detective Conan OVA 11: A Secret Order from London,"Adventure, Police, Comedy, Mystery, Shounen",7.46,1861.0,"May 30, 2011",1.0
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.46,1862.0,"Jul 15, 1995",1.0
Trouble Chocolate,"Comedy, Romance, Sci-Fi, Shounen",6.64,5416.0,"Oct 8, 1999 to Mar 24, 2000",20.0
The iDOLM@STER Million Live! 4th Anniversary PV,"Comedy, Music, Slice of Life",6.64,5414.0,"Mar 12, 2017",1.0
Tejina-senpai,"Comedy, Ecchi, School, Seinen",6.64,5413.0,"Jul 2, 2019 to Sep 17, 2019",12.0
Date A Live: Date to Date,"Sci-Fi, Harem, Comedy, Romance, School",7.46,1860.0,"Dec 6, 2013",1.0
Danna ga Nani wo Itteiru ka Wakaranai Ken,"Slice of Life, Comedy, Romance, Seinen",7.46,1858.0,"Oct 3, 2014 to Dec 26, 2014",13.0
City Hunter: Bay City Wars,"Action, Comedy, Mystery, Shounen",7.46,1855.0,"Aug 25, 1990",1.0
Aoki Densetsu Shoot!,"Action, Comedy, Drama, Romance, School, Shounen, Sports",7.46,1851.0,"Nov 7, 1993 to Dec 25, 1994",58.0
Sengoku Otome: Momoiro Paradox,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",6.64,5407.0,"Apr 5, 2011 to Jun 28, 2011",13.0
Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural",6.64,5405.0,"Dec 26, 2011",1.0
Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,"Comedy, Parody",6.64,5395.0,"Sep 30, 2016 to Mar 3, 2017",10.0
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"Adventure, Comedy, Sports",6.64,5394.0,"Aug 21, 2010",1.0
Master Mosquiton '99,"Action, Adventure, Comedy, Supernatural, Vampire",6.64,5393.0,"Sep 30, 1997 to Mar 31, 1998",26.0
Kekkaishi: Yoshimori no Omoi,"Adventure, Comedy, Fantasy, Shounen",6.64,5389.0,"May 25, 2007",1.0
Imouto sae Ireba Ii. (ONA),Comedy,6.64,5385.0,"Oct 8, 2017 to Dec 10, 2017",6.0
Harukanaru Toki no Naka de: Hachiyou Shou OVA,"Fantasy, Comedy, Supernatural, Demons, Historical, Shoujo",6.64,5382.0,"Dec 23, 2005 to Jan 27, 2006",2.0
Hibike! Euphonium 2 Specials,"Music, Comedy, School",6.64,5383.0,"Dec 21, 2016 to Jun 21, 2017",7.0
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,Comedy,6.64,5380.0,"Mar 16, 2016",1.0
Gokukoku no Brynhildr: Kara Sawagi,"Sci-Fi, Harem, Comedy, Ecchi, Seinen",6.64,5379.0,"Sep 24, 2014",1.0
Free! Movie 1: Timeless Medley - Kizuna: Character Butai Aisatsu,Comedy,6.64,5375.0,"Apr 22, 2017",4.0
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy, Shounen",6.64,5373.0,"Dec 9, 2006",1.0
Comic Party,"Comedy, Drama",6.64,5370.0,"Apr 2, 2001 to Jun 25, 2001",13.0
Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",6.64,5368.0,"Apr 3, 1974 to Sep 24, 1975",78.0
Baby Baachan,"Comedy, Drama",6.64,5365.0,"Apr 8, 2002 to Dec 4, 2002",53.0
Yuuki Yuuna wa Yuushabu Shozoku 2,"Slice of Life, Comedy, Magic, Fantasy",6.65,5363.0,"Apr 15, 2017",1.0
Yu☆Gi☆Oh!: Hikari no Pyramid,"Adventure, Comedy, Fantasy, Game",6.65,5362.0,"Aug 13, 2004",1.0
Tsuyokiss,"Comedy, Romance, School, Slice of Life",6.65,5360.0,"Jul 2, 2006 to Sep 17, 2006",12.0
Tono to Issho,"Comedy, Historical, Parody, Samurai, Seinen",6.65,5359.0,"Mar 25, 2010",1.0
Tokkou,"Action, Mystery, Comedy, Horror, Police, Supernatural, Seinen",6.65,5358.0,"Apr 16, 2006 to Jul 30, 2006",13.0
Teekyuu,"Comedy, School, Shounen, Sports",6.65,5357.0,"Oct 7, 2012 to Dec 23, 2012",12.0
Sensei no Ojikan: Doki Doki School Hours OVA,"Comedy, School",6.65,5354.0,"Aug 4, 2004 to Feb 2, 2005",7.0
Tiger & Bunny Movie 1: The Beginning,"Action, Super Power, Comedy, Mystery",7.47,1844.0,"Sep 22, 2012",1.0
Sekirei: Pure Engagement,"Action, Harem, Comedy, Super Power, Ecchi",7.47,1842.0,"Jul 4, 2010 to Sep 26, 2010",13.0
Oruchuban Ebichu,"Comedy, Ecchi, Seinen",7.47,1841.0,"Aug 1, 1999 to Oct 1, 1999",24.0
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,"Comedy, Seinen, Sports",7.47,1840.0,"Dec 22, 2010",1.0
One Punch Man 2nd Season Specials,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural, Seinen",7.47,1839.0,"Oct 25, 2019 to Mar 27, 2020",6.0
Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",6.65,5352.0,"Apr 5, 2014 to Jun 21, 2014",12.0
Nisekoi:,"Comedy, Harem, Romance, School, Shounen",7.47,1837.0,"Apr 10, 2015 to Jun 26, 2015",12.0
Minami-ke Omatase,"Comedy, Slice of Life",7.47,1836.0,"Oct 5, 2012",1.0
Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",7.47,1834.0,"Oct 3, 2004 to Dec 26, 2004",13.0
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Comedy,7.47,1831.0,"Apr 7, 2010 to Jun 2, 2010",3.0
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Comedy,7.47,1832.0,"Mar 7, 2009",1.0
Jibaku-kun,"Adventure, Fantasy, Comedy",7.47,1828.0,"Oct 5, 1999 to Mar 28, 2000",26.0
Hetalia: The World Twinkle Specials,"Comedy, Historical, Parody",7.47,1825.0,"Oct 28, 2015 to Dec 25, 2015",3.0
Puchimas!: Petit iDOLM@STER Episode 0,"Comedy, Music, Slice of Life",6.6,5591.0,"Oct 27, 2012",1.0
Sky Girls Specials,"Comedy, Mecha, Military, Sci-Fi",6.6,5597.0,"Nov 13, 2007 to Jun 25, 2008",9.0
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.47,1820.0,"Mar 6, 1993",1.0
Boku no Hero Academia: Sukue! Kyuujo Kunren!,"Action, Comedy, School, Shounen, Super Power",7.47,1818.0,"Apr 4, 2017",1.0
Beelzebub Specials,"Action, Comedy, Supernatural, Demons, School, Shounen",7.47,1817.0,"Jun 29, 2011 to Sep 26, 2012",16.0
Ansatsu Kyoushitsu: Deai no Jikan,"Action, Comedy, School, Shounen",7.47,1816.0,"Nov 9, 2014",1.0
Uta no☆Prince-sama♪ Maji Love Kingdom Movie,"Comedy, Harem, Music, Romance, Shoujo",7.48,1813.0,"Jun 14, 2019",1.0
Urusei Yatsura OVA,"Sci-Fi, Adventure, Comedy",7.48,1812.0,"Sep 24, 1985 to Jun 21, 1991",11.0
Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",7.48,1811.0,"Apr 7, 2001 to Sep 29, 2001",26.0
Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",7.48,1809.0,"Oct 6, 2004 to Mar 30, 2005",24.0
Honto ni Atta! Reibai Sensei,"Comedy, School, Shounen, Supernatural",6.59,5622.0,"Apr 13, 2011 to Sep 14, 2011",22.0
Slayers Evolution-R,"Adventure, Comedy, Fantasy",7.48,1808.0,"Jan 12, 2009 to Apr 6, 2009",13.0
Senryuu Shoujo,"Comedy, School, Shounen, Slice of Life",7.48,1807.0,"Apr 6, 2019 to Jun 22, 2019",12.0
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"Comedy, Parody, School",7.48,1806.0,"Jan 1, 2008",1.0
Etotama Specials,"Action, Comedy, Fantasy",6.58,5663.0,"May 13, 2015 to Jul 1, 2015",6.0
Di Gi Charat Summer Special 2000,Comedy,6.5600000000000005,5750.0,"Aug 22, 2000 to Aug 23, 2000",4.0
Futakoi,"Comedy, Romance, School",6.55,5800.0,"Oct 6, 2004 to Dec 29, 2004",13.0
Denshin Mamotte Shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen",6.55,5795.0,"Jun 23, 2000 to Nov 30, 2001",8.0
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,Comedy,6.55,5793.0,"Oct 3, 2017 to Dec 26, 2017",13.0
Cinderella Girls Gekijou 3rd Season,"Comedy, Slice of Life",6.55,5792.0,"Jul 3, 2018 to Sep 25, 2018",13.0
Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,"Comedy, Shounen",6.55,5790.0,"Sep 21, 2008",1.0
Akaneiro ni Somaru Saka,"Harem, Comedy, Romance, Ecchi, School",6.55,5786.0,"Oct 3, 2008 to Dec 19, 2008",12.0
Toaru Majutsu no Index-tan III,Comedy,6.5600000000000005,5782.0,"Dec 26, 2018 to Apr 30, 2019",2.0
Shukufuku no Campanella: La Campanella Della Benedizione,"Comedy, Ecchi, Fantasy",6.5600000000000005,5776.0,"Mar 30, 2011",1.0
Softenni,"Comedy, Sports, Ecchi, School",6.5600000000000005,5777.0,"Apr 8, 2011 to Jun 24, 2011",12.0
Seikimatsu Occult Gakuin Specials,"Comedy, Supernatural, School",6.5600000000000005,5775.0,"Oct 27, 2010 to Jan 26, 2011",4.0
Ro-Kyu-Bu! SS Recap,"Ecchi, Comedy, School, Sports",6.5600000000000005,5773.0,"Aug 16, 2013",1.0
Pucca 2,"Action, Comedy, Parody, Romance",6.5600000000000005,5771.0,"Mar 7, 2008 to Jul 24, 2008",13.0
Pucca,"Comedy, Parody, Romance",6.5600000000000005,5770.0,"Sep 8, 2006 to May 11, 2007",26.0
Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen",6.5600000000000005,5767.0,"May 24, 2003",1.0
Patalliro! Stardust Keikaku,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",6.5600000000000005,5769.0,"Jul 10, 1983",1.0
One Pound Gospel,"Sports, Comedy, Romance, Seinen",6.5600000000000005,5768.0,"Dec 2, 1988",1.0
Nande Koko ni Sensei ga!?,"Comedy, Ecchi, School, Seinen",6.5600000000000005,5766.0,"Apr 8, 2019 to Jun 24, 2019",12.0
Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",6.5600000000000005,5765.0,"Jul 6, 2011 to Sep 28, 2011",13.0
Miss Monochrome The Animation 2,"Music, Slice of Life, Comedy",6.5600000000000005,5764.0,"Jul 3, 2015 to Sep 25, 2015",13.0
Inazma Delivery,"Action, Sci-Fi, Comedy",6.5600000000000005,5758.0,"Dec 9, 2016 to Feb 10, 2017",10.0
Hi☆sCoool! SeHa Girls,"Comedy, Game",6.5600000000000005,5757.0,"Oct 8, 2014 to Dec 24, 2014",13.0
Gekiganger 3: The Movie,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",6.5600000000000005,5756.0,"Feb 21, 1998",1.0
Doku Tenshi no Shippo,"Fantasy, Magic, Comedy, Romance",6.5600000000000005,5751.0,"2005 to Feb 26, 2005",4.0
